SolvedBoard	PuzzleBoard	Uid
[[5, 8, 7, 9, 4, 3, 6, 1, 2], [2, 3, 9, 6, 8, 1, 7, 5, 4], [1, 6, 4, 7, 2, 5, 3, 9, 8], [4, 1, 6, 3, 5, 2, 9, 8, 7], [9, 5, 2, 4, 7, 8, 1, 6, 3], [3, 7, 8, 1, 6, 9, 4, 2, 5], [6, 2, 1, 8, 3, 4, 5, 7, 9], [7, 4, 5, 2, 9, 6, 8, 3, 1], [8, 9, 3, 5, 1, 7, 2, 4, 6]]	[[0, 0, 0, 0, 0, 3, 0, 1, 2], [2, 0, 0, 6, 8, 0, 0, 5, 4], [0, 0, 0, 0, 0, 5, 0, 9, 0], [0, 0, 6, 0, 5, 0, 0, 0, 0], [0, 0, 0, 0, 7, 0, 0, 0, 0], [0, 0, 0, 0, 6, 0, 4, 0, 0], [0, 2, 0, 8, 0, 0, 0, 0, 0], [7, 4, 0, 0, 9, 6, 0, 0, 1], [8, 9, 0, 5, 0, 0, 0, 0, 0]]	3012200680054000005090006050000000070000000060400020800000740096001890500000
[[6, 1, 7, 8, 9, 2, 4, 5, 3], [4, 9, 3, 5, 6, 1, 8, 7, 2], [2, 8, 5, 4, 3, 7, 6, 1, 9], [7, 4, 9, 2, 8, 6, 1, 3, 5], [8, 5, 2, 9, 1, 3, 7, 6, 4], [3, 6, 1, 7, 5, 4, 9, 2, 8], [9, 7, 8, 1, 2, 5, 3, 4, 6], [5, 3, 4, 6, 7, 8, 2, 9, 1], [1, 2, 6, 3, 4, 9, 5, 8, 7]]	[[6, 1, 0, 0, 9, 0, 0, 0, 3], [4, 0, 0, 5, 0, 1, 0, 7, 0], [2, 0, 5, 0, 0, 7, 6, 1, 0], [7, 4, 0, 0, 8, 0, 1, 3, 5], [0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 6, 1, 0, 5, 0, 0, 2, 8], [0, 7, 8, 1, 0, 0, 3, 0, 6], [0, 3, 0, 6, 0, 8, 0, 0, 1], [1, 0, 0, 0, 4, 0, 0, 8, 7]]	610090003400501070205007610740080135000000000361050028078100306030608001100040087
[[5, 6, 7, 2, 8, 4, 9, 1, 3], [8, 1, 3, 9, 5, 7, 4, 6, 2], [2, 4, 9, 6, 3, 1, 7, 8, 5], [3, 7, 4, 5, 1, 6, 2, 9, 8], [1, 8, 2, 7, 9, 3, 6, 5, 4], [9, 5, 6, 4, 2, 8, 3, 7, 1], [6, 2, 8, 3, 7, 5, 1, 4, 9], [7, 3, 1, 8, 4, 9, 5, 2, 6], [4, 9, 5, 1, 6, 2, 8, 3, 7]]	[[0, 6, 7, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 0, 0], [0, 0, 9, 6, 3, 0, 0, 8, 5], [3, 0, 0, 0, 0, 6, 0, 0, 8], [0, 0, 0, 7, 9, 3, 0, 0, 0], [9, 0, 0, 4, 0, 0, 0, 0, 1], [6, 2, 0, 0, 7, 5, 1, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 2, 8, 3, 0]]	67200000000000400009630085300006008000793000900400001620075100001000000000002830
[[1, 8, 5, 9, 7, 4, 2, 3, 6], [7, 3, 6, 2, 1, 5, 9, 4, 8], [4, 9, 2, 3, 6, 8, 7, 1, 5], [8, 6, 3, 1, 9, 7, 4, 5, 2], [2, 4, 1, 6, 5, 3, 8, 7, 9], [5, 7, 9, 8, 4, 2, 3, 6, 1], [6, 1, 4, 7, 8, 9, 5, 2, 3], [3, 5, 8, 4, 2, 6, 1, 9, 7], [9, 2, 7, 5, 3, 1, 6, 8, 4]]	[[1, 0, 0, 9, 0, 4, 0, 3, 0], [0, 3, 0, 0, 0, 0, 0, 0, 0], [4, 9, 2, 0, 0, 8, 0, 1, 5], [8, 6, 0, 1, 0, 7, 0, 5, 0], [0, 4, 0, 0, 5, 0, 0, 7, 0], [0, 7, 0, 8, 0, 2, 0, 6, 1], [6, 1, 0, 7, 0, 0, 5, 2, 3], [0, 0, 0, 0, 0, 0, 0, 9, 0], [0, 2, 0, 5, 0, 1, 0, 0, 4]]	100904030030000000492008015860107050040050070070802061610700523000000090020501004
[[5, 7, 4, 3, 9, 6, 1, 2, 8], [3, 6, 1, 2, 5, 8, 4, 9, 7], [9, 2, 8, 7, 1, 4, 5, 6, 3], [7, 3, 6, 5, 4, 1, 9, 8, 2], [4, 9, 2, 6, 8, 7, 3, 1, 5], [8, 1, 5, 9, 2, 3, 6, 7, 4], [6, 4, 9, 8, 3, 2, 7, 5, 1], [1, 8, 7, 4, 6, 5, 2, 3, 9], [2, 5, 3, 1, 7, 9, 8, 4, 6]]	[[5, 0, 0, 0, 0, 0, 0, 2, 0], [0, 6, 0, 0, 0, 8, 4, 0, 0], [9, 0, 0, 0, 1, 0, 0, 6, 3], [7, 0, 0, 5, 0, 1, 0, 8, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 1, 0, 9, 0, 3, 0, 0, 4], [6, 4, 0, 0, 3, 0, 0, 0, 1], [0, 0, 7, 4, 0, 0, 0, 3, 0], [0, 5, 0, 0, 0, 0, 0, 0, 6]]	500000020060008400900010063700501082000000000810903004640030001007400030050000006
[[3, 4, 6, 1, 7, 8, 2, 9, 5], [2, 1, 7, 5, 9, 6, 3, 8, 4], [9, 5, 8, 3, 4, 2, 6, 7, 1], [7, 2, 9, 8, 1, 4, 5, 3, 6], [8, 6, 4, 2, 5, 3, 9, 1, 7], [1, 3, 5, 7, 6, 9, 8, 4, 2], [4, 7, 2, 9, 3, 5, 1, 6, 8], [6, 8, 3, 4, 2, 1, 7, 5, 9], [5, 9, 1, 6, 8, 7, 4, 2, 3]]	[[0, 4, 0, 0, 7, 0, 0, 0, 5], [0, 1, 0, 5, 0, 0, 0, 8, 4], [0, 5, 0, 0, 0, 0, 6, 7, 0], [7, 0, 0, 8, 0, 0, 5, 3, 0], [8, 0, 0, 0, 5, 0, 0, 0, 7], [0, 3, 5, 0, 0, 9, 0, 0, 2], [0, 7, 2, 0, 0, 0, 0, 6, 0], [6, 8, 0, 0, 0, 1, 0, 5, 0], [5, 0, 0, 0, 8, 0, 0, 2, 0]]	40070005010500084050000670700800530800050007035009002072000060680001050500080020
[[3, 1, 4, 7, 2, 6, 9, 5, 8], [5, 8, 2, 1, 3, 9, 6, 7, 4], [7, 6, 9, 8, 5, 4, 3, 2, 1], [9, 2, 8, 4, 6, 1, 7, 3, 5], [4, 5, 7, 3, 9, 2, 8, 1, 6], [1, 3, 6, 5, 8, 7, 2, 4, 9], [8, 7, 3, 9, 1, 5, 4, 6, 2], [6, 4, 1, 2, 7, 8, 5, 9, 3], [2, 9, 5, 6, 4, 3, 1, 8, 7]]	[[0, 1, 0, 0, 2, 0, 9, 0, 0], [5, 8, 2, 0, 3, 9, 6, 0, 4], [0, 0, 0, 8, 0, 0, 0, 2, 0], [0, 0, 0, 0, 6, 0, 0, 3, 0], [0, 0, 7, 0, 0, 0, 8, 0, 0], [0, 3, 0, 0, 8, 0, 0, 0, 0], [0, 7, 0, 0, 0, 5, 0, 0, 0], [6, 0, 1, 2, 7, 0, 5, 9, 3], [0, 0, 5, 0, 4, 0, 0, 8, 0]]	10020900582039604000800020000060030007000800030080000070005000601270593005040080
[[6, 5, 8, 3, 1, 4, 7, 9, 2], [3, 1, 2, 7, 9, 6, 4, 8, 5], [9, 7, 4, 2, 5, 8, 3, 6, 1], [4, 8, 9, 6, 2, 7, 5, 1, 3], [7, 3, 1, 9, 4, 5, 8, 2, 6], [2, 6, 5, 8, 3, 1, 9, 7, 4], [1, 9, 6, 4, 7, 3, 2, 5, 8], [5, 2, 3, 1, 8, 9, 6, 4, 7], [8, 4, 7, 5, 6, 2, 1, 3, 9]]	[[0, 0, 8, 0, 1, 4, 0, 9, 0], [0, 1, 0, 0, 0, 0, 4, 8, 0], [9, 0, 0, 0, 5, 0, 3, 0, 1], [0, 8, 9, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 4, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, 9, 7, 0], [1, 0, 6, 0, 7, 0, 0, 0, 8], [0, 2, 3, 0, 0, 0, 0, 4, 0], [0, 4, 0, 5, 6, 0, 1, 0, 0]]	8014090010000480900050301089000010000040000060000970106070008023000040040560100
[[2, 3, 9, 6, 5, 1, 8, 4, 7], [6, 7, 1, 4, 8, 9, 2, 3, 5], [8, 4, 5, 7, 2, 3, 1, 9, 6], [3, 8, 7, 5, 6, 4, 9, 1, 2], [4, 1, 6, 9, 3, 2, 5, 7, 8], [5, 9, 2, 8, 1, 7, 3, 6, 4], [1, 6, 3, 2, 7, 5, 4, 8, 9], [9, 2, 8, 1, 4, 6, 7, 5, 3], [7, 5, 4, 3, 9, 8, 6, 2, 1]]	[[2, 3, 9, 0, 0, 0, 8, 0, 7], [6, 0, 1, 0, 8, 0, 2, 0, 0], [0, 4, 0, 0, 0, 3, 0, 0, 0], [0, 0, 0, 0, 6, 0, 0, 0, 2], [0, 0, 6, 0, 0, 0, 5, 0, 0], [5, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 8, 0], [0, 0, 8, 0, 4, 0, 7, 0, 3], [7, 0, 4, 0, 0, 0, 6, 2, 1]]	239000807601080200040003000000060002006000500500010000000200080008040703704000621
[[7, 4, 8, 5, 2, 3, 6, 1, 9], [1, 5, 6, 7, 9, 8, 4, 3, 2], [2, 3, 9, 6, 1, 4, 7, 8, 5], [9, 2, 7, 3, 4, 6, 1, 5, 8], [4, 8, 1, 2, 7, 5, 9, 6, 3], [3, 6, 5, 1, 8, 9, 2, 4, 7], [8, 7, 3, 9, 6, 1, 5, 2, 4], [5, 1, 2, 4, 3, 7, 8, 9, 6], [6, 9, 4, 8, 5, 2, 3, 7, 1]]	[[0, 4, 0, 0, 0, 0, 0, 0, 9], [1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 0, 6, 1, 0, 7, 0, 5], [9, 0, 7, 3, 4, 6, 0, 0, 8], [4, 8, 0, 0, 7, 0, 0, 6, 3], [3, 0, 0, 1, 8, 9, 2, 0, 7], [8, 0, 3, 0, 6, 1, 0, 2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 6], [6, 0, 0, 0, 0, 0, 0, 7, 0]]	40000009100000000030610705907346008480070063300189207803061020000000006600000070
[[2, 8, 1, 3, 5, 4, 9, 6, 7], [4, 7, 6, 1, 8, 9, 2, 5, 3], [3, 9, 5, 2, 7, 6, 8, 1, 4], [5, 2, 4, 8, 9, 1, 3, 7, 6], [6, 3, 8, 7, 2, 5, 4, 9, 1], [9, 1, 7, 6, 4, 3, 5, 2, 8], [8, 5, 3, 9, 6, 7, 1, 4, 2], [1, 6, 9, 4, 3, 2, 7, 8, 5], [7, 4, 2, 5, 1, 8, 6, 3, 9]]	[[0, 0, 0, 0, 5, 0, 0, 0, 7], [4, 0, 0, 1, 0, 9, 2, 0, 0], [0, 9, 0, 2, 0, 6, 8, 1, 0], [0, 0, 0, 0, 0, 0, 3, 0, 0], [0, 0, 0, 0, 2, 0, 0, 0, 0], [0, 0, 7, 0, 0, 0, 0, 0, 0], [0, 5, 3, 9, 0, 7, 0, 4, 0], [0, 0, 9, 4, 0, 2, 0, 0, 5], [7, 0, 0, 0, 1, 0, 0, 0, 0]]	50007400109200090206810000000300000020000007000000053907040009402005700010000
[[8, 2, 5, 4, 3, 1, 7, 6, 9], [6, 1, 9, 7, 8, 2, 3, 4, 5], [3, 4, 7, 6, 9, 5, 1, 8, 2], [2, 9, 8, 1, 5, 6, 4, 7, 3], [4, 5, 6, 8, 7, 3, 2, 9, 1], [1, 7, 3, 2, 4, 9, 8, 5, 6], [7, 3, 1, 9, 6, 8, 5, 2, 4], [9, 8, 2, 5, 1, 4, 6, 3, 7], [5, 6, 4, 3, 2, 7, 9, 1, 8]]	[[0, 0, 0, 0, 0, 0, 0, 0, 9], [6, 0, 0, 0, 8, 2, 3, 4, 0], [0, 0, 7, 0, 0, 0, 0, 8, 2], [0, 0, 0, 0, 0, 0, 4, 0, 0], [0, 0, 6, 8, 7, 3, 2, 0, 0], [0, 0, 3, 0, 0, 0, 0, 0, 0], [7, 3, 0, 0, 0, 0, 5, 0, 0], [0, 8, 2, 5, 1, 0, 0, 0, 7], [5, 0, 0, 0, 0, 0, 0, 0, 0]]	9600082340007000082000000400006873200003000000730000500082510007500000000
[[4, 7, 3, 9, 6, 1, 2, 5, 8], [5, 8, 2, 7, 4, 3, 9, 1, 6], [6, 9, 1, 5, 2, 8, 4, 3, 7], [9, 1, 8, 3, 5, 4, 6, 7, 2], [3, 2, 5, 6, 7, 9, 8, 4, 1], [7, 6, 4, 8, 1, 2, 3, 9, 5], [2, 3, 7, 1, 9, 6, 5, 8, 4], [1, 4, 9, 2, 8, 5, 7, 6, 3], [8, 5, 6, 4, 3, 7, 1, 2, 9]]	[[0, 0, 0, 9, 0, 0, 0, 0, 0], [5, 0, 2, 7, 4, 0, 9, 0, 0], [0, 9, 1, 0, 2, 0, 0, 0, 0], [9, 0, 8, 0, 5, 0, 6, 7, 0], [3, 0, 5, 0, 7, 0, 8, 0, 1], [0, 6, 4, 0, 1, 0, 3, 0, 5], [0, 0, 0, 0, 9, 0, 5, 8, 0], [0, 0, 9, 0, 8, 5, 7, 0, 3], [0, 0, 0, 0, 0, 7, 0, 0, 0]]	900000502740900091020000908050670305070801064010305000090580009085703000007000
[[4, 9, 8, 3, 6, 5, 7, 1, 2], [6, 7, 3, 8, 2, 1, 5, 4, 9], [2, 1, 5, 9, 7, 4, 8, 6, 3], [1, 6, 9, 7, 4, 2, 3, 8, 5], [5, 8, 4, 1, 9, 3, 2, 7, 6], [7, 3, 2, 6, 5, 8, 4, 9, 1], [8, 2, 1, 4, 3, 9, 6, 5, 7], [3, 4, 7, 5, 1, 6, 9, 2, 8], [9, 5, 6, 2, 8, 7, 1, 3, 4]]	[[4, 0, 8, 0, 0, 5, 0, 0, 2], [6, 0, 0, 8, 2, 0, 0, 0, 0], [0, 0, 0, 0, 7, 0, 0, 0, 0], [1, 0, 9, 0, 4, 2, 3, 8, 0], [5, 0, 0, 1, 9, 3, 0, 0, 6], [0, 3, 2, 6, 5, 0, 4, 0, 1], [0, 0, 0, 0, 3, 0, 0, 0, 0], [0, 0, 0, 0, 1, 6, 0, 0, 8], [9, 0, 0, 2, 0, 0, 1, 0, 4]]	408005002600820000000070000109042380500193006032650401000030000000016008900200104
[[6, 5, 4, 2, 7, 8, 3, 9, 1], [7, 2, 3, 1, 9, 6, 8, 4, 5], [8, 1, 9, 4, 5, 3, 2, 6, 7], [1, 8, 2, 9, 3, 5, 4, 7, 6], [4, 9, 6, 8, 2, 7, 1, 5, 3], [5, 3, 7, 6, 1, 4, 9, 8, 2], [2, 6, 8, 7, 4, 1, 5, 3, 9], [3, 7, 1, 5, 8, 9, 6, 2, 4], [9, 4, 5, 3, 6, 2, 7, 1, 8]]	[[0, 0, 4, 0, 7, 8, 0, 9, 0], [7, 2, 0, 0, 0, 0, 0, 0, 5], [8, 0, 9, 0, 0, 3, 0, 0, 0], [0, 8, 0, 0, 0, 0, 0, 7, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 8, 0], [0, 0, 0, 7, 0, 0, 5, 0, 9], [3, 0, 0, 0, 0, 0, 0, 2, 4], [0, 4, 0, 3, 6, 0, 7, 0, 0]]	4078090720000005809003000080000070000000000030000080000700509300000024040360700
[[7, 9, 3, 2, 6, 1, 8, 5, 4], [2, 6, 5, 8, 4, 3, 7, 9, 1], [8, 1, 4, 9, 7, 5, 2, 3, 6], [4, 3, 7, 6, 2, 8, 5, 1, 9], [9, 5, 2, 1, 3, 4, 6, 8, 7], [1, 8, 6, 5, 9, 7, 4, 2, 3], [5, 4, 8, 7, 1, 9, 3, 6, 2], [6, 7, 9, 3, 5, 2, 1, 4, 8], [3, 2, 1, 4, 8, 6, 9, 7, 5]]	[[0, 0, 0, 2, 0, 1, 8, 5, 0], [2, 0, 5, 0, 0, 3, 0, 0, 0], [0, 1, 4, 9, 0, 0, 2, 0, 0], [4, 0, 0, 6, 0, 0, 0, 0, 9], [0, 0, 0, 0, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 7, 0, 0, 3], [0, 0, 8, 0, 0, 9, 3, 6, 0], [0, 0, 0, 3, 0, 0, 1, 0, 8], [0, 2, 1, 4, 0, 6, 0, 0, 0]]	201850205003000014900200400600009000030000100007003008009360000300108021406000
