PuzzleBoard	SolvedBoard
326.95.....4872.5..5.6.3..2.1...4..9..52.87..7..9...4.2..4.1.7..7.3892.....52.918	326195487194872653857643192618734529945218736732956841289461375571389264463527918
..1...7....8.9.1565..3...8.3..12546.854.6.912.26849..5.6...1..4415.3.6....3...5..	691582743238497156547316289379125468854763912126849375762951834415238697983674521
.32.8....19.35..76.6..7....6.8..97519..518..35136..4.8....6..8.25..93.47....4.96.	732986514194352876865174239628439751947518623513627498479261385256893147381745962
.1..7.839.435..72.7.....1.5..9.26..3...451...4..93.6..2.1.....4.34..298.867.4..1.	615274839943518726728693145159826473376451298482937651291785364534162987867349512
...42..5...9.83....381...4.45..9621.1...4...5.8351..79.1...739....96.1...7..31...	761429853549683721238175946457396218192748635683512479816257394325964187974831562
72..58.64..4..6175....7492...38.7..2....6....5..2.37...7563....1395..6..68.74..93	721958364894326175356174928963817452217465839548293716475639281139582647682741593
9....8.2...1..7....7..215.4245.7.19..39...85..16.5.2473.216..7....7..6...6.2....5	953648721421537968678921534245876193739412856816359247382165479594783612167294385
5...9..7393...7.8.2.7...94..128..35..98.7.61..45..682..56...7.2.7.3...6542..6...8	561498273934217586287653941612849357398572614745136829156984732879321465423765198
8.3..1.9....3.561..1...95.31652....99...5...12....48564.68...7..815.7....7.9..3.8	853461297729385614614729583165278439948653721237194856496832175381547962572916348
68..31..2..46.5.7..517....4.4..697.8..6.4.1..8.325..9.5....486..3.5.62..1..82..47	687431952924685371351792684245169738796348125813257496572914863438576219169823547
.61.2984.....3.61.2.45...97...9...54..9.7.1..14...6...45...72.6.76.8.....1264.57.	361729845795834612284561397638912754529478163147356928453197286976285431812643579
86.315.27..38.....74......8....38954...452...45179....1......96.....17..93.687.45	869315427213874569745269318627138954398452671451796283174523896586941732932687145
1...269.3....4.12......56.84..2.9537..2.3.8..3986.7..49.61......15.6....8.759...1	154826973689743125723915648461289537572431896398657214936178452215364789847592361
62....3......289.6.5.17.2..896.3..75.41.6.83.53..8.169..5.92.8.2.781......3....21	628945317174328956359176248896231475741569832532487169415792683267813594983654721
.....29....13592..692.48.5.3...24.1..1.5.7.2..7.96...8.6.17.842..74836....82.....	735612984481359267692748351359824716816537429274961538963175842127483695548296173
3...7....2.958..16.8.9634..8.6.15.4...........1.32.6.5..1497.3.74..389.1....5...4	364271598279584316185963427896715243523846179417329685651497832742638951938152764
.6859.1.....3..5.44.97.1..3.46.358.2....4....7.526.41.6..4.32.82.4..9.....3.1294.	368594127127386594459721683946135872812947365735268419691473258284659731573812946
..915...72..3.76.863....4...43.1..76.7..9..5.56..7.94...1....623.47.1..97...251..	489156327215347698637982415943518276172694853568273941851439762324761589796825134
13278..567.5.4.3..8.63...725....81......3......95....848...72.5..1.2.6.726..53894	132789456795246381846315972524978163678431529319562748483697215951824637267153894
6.3.29..84.9..7..3..8.369.2.8....3.5.76.5.89.1.5....4.8.129.5..3..7..1.45..14.2.9	613529478429817653758436912984671325276354891135982746841293567392765184567148239
4.28.7.5..975..3..586......86.7.9.4.9..423..5.5.6.1.93......538..8..567..1.3.84.9	432817956197562384586934217863759142971423865254681793729146538348295671615378429
....4.79....237.1.4....6.8..6.324..197.618.433..579.6..3.1....9.8.493....29.6....	253841796896237415417956382568324971972618543341579268734182659685493127129765834
....24.5..569738..93.......187.5...9.951.768.6...8.175.......97..976123..7.39....	718624953256973814934518726187256349495137682623489175361842597549761238872395461
3.6.1...7492..53...18.26.4........5386..3..9423........8.26.41...71..5866...5.7.2	356419827492875361718326945179684253865732194234591678583267419927143586641958732
42..13.65...45..2.1..27.9.434..69......7.5......12..762.1.97..3.3..41...76.38..19	428913765973456821156278934347869152612735498895124376281597643539641287764382519
8...4.263.2...19...65..21876.85.4.......6.......8.75.65324..67...62...1.147.5...2	891745263723681954465392187678524391354169728219837546532418679986273415147956832
2.91..5...87....13..18...6....5.813.41..9..25.352.7....2...13..85....64...4..62.8	269134587587962413341875962972548136418693725635217894726481359853729641194356278
3....4.19.4.1.5.73.618.9...19.5...3...2.9.1...8...7.92...9.876.81.7.3.2.57.2....8	325674819948125673761839254197582436452396187683417592234958761816743925579261348
.2961...47..845329.5...3.....6.....8.1.582.6.5.....2.....7...9.138429..59...5648.	329617854761845329854293716296371548413582967587964231645738192138429675972156483
4.8.12..3.5..9.1.8.....3749..4.7..9..8.126.3..3..4.2..3254.....6.9.5..1.8..23.5.4	498712653753694128162583749214375896987126435536948271325461987649857312871239564
.79.8......4.6...3352....6.7..8.643.4.3.7.6.9.683.9..7.4....5962...5.8......1.34.	679583124814762953352491768791826435423175689568349217147238596236954871985617342
....4.61.8...62..54765..3.2.4...59.3..8.2.7..7.98...2.1.7..38542..68...9.83.5....	325749618891362475476518392642175983538926741719834526167293854254687139983451267
9.....6.34..8.3.79763.9...8..4..6.85.35.7.12.61.5..7..5...1.84212.6.4..73.7.....1	982745613451863279763291458274136985835479126619582734596317842128654397347928561
.2..139.7.15...34.7.....81.9....426.1..892..3.827....1.39.....4.64...72.8.142..3.	428613957615978342793245816957134268146892573382756491239567184564381729871429635
.539......2.56.7.4.9.4.83.5...2...716..137..917...4...3.76.5.4.9.4.12.8......916.	453971628821563794796428315538296471642137859179854236317685942964312587285749163
1.7...38.6.39...7.24.3.8..5..65....7.7.239.6.9....65..3..1.7.52.9...41.8.21...7.6	157462389683915274249378615836541927574239861912786543368197452795624138421853796
9647..2.....54879..5.96..3..95...3.1.7.....6.2.6...95..8..24.1..29815.....1..7842	964731285312548796758962134895476321173259468246183957687324519429815673531697842
.5..1.4...4196.3.5.2...4671.9.4....35...3...63....8.4.1382...6.4.5.7123...9.4..5.	856713492741962385923584671697425813584137926312698547138259764465871239279346158
...239....3...8.4.1.2.7..838...6.9329.54.38.6326.8...451..9.3.7.6.7...9....346...	458239671637158249192674583841567932975423816326981754514892367263715498789346125
...7.813.4...937.27.....5.8...36.2.5..71.96..1.6.54...6.8.....75.247...6.746.2...	265748139481593762793216548849367215357129684126854973618935427532471896974682351
24.6..3..86......1..1...86....8.6.13.1873942.32.1.4....52...6..9......84..4..3.75	249618357865372941731945862497826513518739426326154798152487639973561284684293175
.6.75...2...39.76.1.92.63..85....1..621...485..7....36..46.95.3.16.34...2...87.9.	368751942542398761179246358853462179621973485497815236784629513916534827235187694
....179.69.1..472.....93.8....9782.5.93.2.16.8.5361....5.84.....127..8.93.915....	538217946961584723274693581146978235793425168825361497657849312412736859389152674
83.6.17.9.5....2..496...8...4.3..9..589276431..3..9.7...8...625..4....9.2.59.7.48	832641759751893264496752813647315982589276431123489576978134625364528197215967348
..3..21.77...3.69.1.9..653..1..28.6..8.....4..3.95..2..912..4.8.76.4...32.58..9..	463592187758431692129786534914328765582617349637954821391265478876149253245873916
...6.2.171.......5.671.439...18..9.4.54.2.73.2.9..36...723.618.4.......331.2.7...	945632817123789465867154392731865924654921738289473651572346189496518273318297546
3.....9.446..5723.52..836....2.4..8....375....1..9.7....753..62.9672..152.3.....7	378216954461957238529483671732641589984375126615892743147539862896724315253168497
8....964545.81.793.93..4.......68.5..3..9..7..8.47.......5..46.264.81.375783....9	821739645456812793793654182947268351632195874185473926319527468264981537578346219
.6..41.8..49.....338.26..4...2.7.8.68.46251.95.6.1.3...2..34.977.....43..9.75..1.	267341985149587263385269741912473856834625179576918324621834597758196432493752618
.....3...39.815...27.69..3843..6.59.8...4...2.29.5..8494..71.23...482.15...9.....	186723459394815276275694138437268591851349762629157384948571623763482915512936847
324.681.5....3..62...1.48....54...17..3.1.5..21...93....13.5...85..7....9.784.651	324968175189537462576124893695483217743216589218759346461395728852671934937842651
.3.8.497151.9...839...1....6..2...5.79..6..24.5...7..9....2...632...6.984673.9.1.	236854971514972683978613245643291857791568324852437169189725436325146798467389512
4..159.6..318..4..586.4...78..731..5....8....3..492..86...7.214..2..658..5.924..6	427159863931867452586243197864731925279685341315492678693578214742316589158924736
...985..6....2.543.7.413....4.1.28.92.7.6.1.46.15.4.3....739.8.732.5....8..241...	423985716918627543576413928345172869297368154681594237154739682732856491869241375
.796....81.82..9..2.6..8..489153...6..4.2.3..3...865919..7..6.5..3..21.94....987.	579643218148275963236198754891537426654921387327486591982714635763852149415369872
.5...7..2.762..3411.4......2.1..5.7.49..7..18.6.4..9.3......5.9719..682.5..8...6.	358147692976258341124369785231985476495673218867421953682714539719536824543892167
..23.....65.21..74..46.....42...16.85.8.6.7.23.18...49.....83..21..35.87.....69..	972384156653219874184657293427591638598463712361872549749128365216935487835746921
243..7.1.8.5.6.4.3..7.38.2....915..8....4....4..372....3.78.5..6.4.5.2.7.5.6..384	243597816895261473167438925326915748579846132418372659932784561684153297751629384
28.5763...6..23..4...14...7....59.4.5..714..3.1.36....3...81...6..29..3...2437.16	284576391167923854953148627736859142528714963419362785345681279671295438892437516
7.46..95....8721.32...4..76.....4..7.21.6.43.5..3.....13..9...54.5237....72..63.4	784613952659872143213549876368924517921765438547381269136498725495237681872156394
....61.5.....52...9.1.436.21.7..8.348.3.1.2.654.2..9.82.437.8.5...52.....3.18....	472861359368952741951743682127698534893415276546237918214376895789524163635189427
3.94.2.6.8.6.5..9.1...7.83.96...5..1.3.8.1.7.4..2...56.93.1...8.5..2.7.3.8.7.65.9	379482165826153497145679832967345281532861974418297356793514628654928713281736549
..2.38.5..9......6....967.39.582.67....679....76.452.81.798....5......4..6.25.1..	642738951793512486851496723915823674284679315376145298137984562529361847468257139
51938..674.76..1.2326.....9..3..6.5.....1.....5.4..2..7.....3152.1..47.889..37624	519382467487659132326741589943276851672815943158493276764928315231564798895137624
.5..37..2.286..4.77.....86.3..2.8916....1....6149.3..8.67.....38.3..427.5..37..8.	456837192128695437739421865375248916982716354614953728267189543893564271541372689
9....2..6....1.89.8573..41...9.7.621..5.6.7..786.4.9...78..9265.93.5....5..4....9	914782536632514897857396412349875621125963784786241953478139265293657148561428379
.47..3.6835..96.........3.562.38.7.17..152..31.5.67.844.1.........64..1259.8..47.	247513968358496127916728345629384751784152693135967284461275839873649512592831476
....67.416..5...974.5.813..792....6.1...9...8.4....952..165.4.958...9..396.17....	829367541613524897475981326792835164156492738348716952231658479587249613964173285
86...79...41...5.........7.5.3429..6.8753621.2..7813.5.7.........5...46...46...93	862157934741963528359842671513429786487536219296781345678394152935218467124675893
9.8.31.54.2.574..9..5.9.76....24....4.9.5.1.8....18....84.6.3..2..183.4.19.42.6.7	978631254621574839345892761816249573439756128752318496584967312267183945193425687
8.13.7.5........1.3.518..722.9.765......5......841.9.798..412.6.1........6.7.91.4	821367459746295318395184672239876541174952863658413927987541236412638795563729184
.8.....326.29384.5...5.27...2.193..7.5.....4.8..475.2...73.9...5.38142.919.....5.	985741632672938415314562798426193587759286143831475926247359861563814279198627354
.93.1.782..62.8...1..5..36.83..54..7.6.....3.2..38..41.75..2..6...9.54..419.6.27.	593416782746238159128597364831654927964721538257389641375142896682975413419863275
.14.5.7..2...6.3..7.94....28.692.1.35...4...64.1.862.71....36.5..5.7...1..7.1.43.	314259768258761394769438512876925143523147986491386257142893675935674821687512439
7..5...1...1.3.75.58..1.2.......7596..72953..9156.......9.2..47.46.7.9...7...9..8	794562813621938754583714269238147596467295381915683472859326147346871925172459638
7.8.13.2556.2.94.11.245..3..............8..............7..651.33.59.7.6848.32.5.9	748613925563279481192458736837594612651782394924136857279865143315947268486321579
.5.7..36...1..2.7..2....9.15428.1.3663..7..4991.6.32582.6....1..8.4..5...75..8.9.	859714362361982475724356981542891736638275149917643258296537814183469527475128693
..24637..84.9..1.3..3..8.922.18...4....591....8...43.737.2..9..4.9..5.76..67498..	192463785847952163653178492261837549734591628985624317378216954419385276526749831
.87.....91569....8..9.17..351...8.3...8.9.2...9.5...864..37.8..8....43979.....54.	387625419156943728249817653512768934638491275794532186425379861861254397973186542
7...631.5..95.4....5..7.3.4.7...1846.1..8..3.5839...2.8.5.9..1....1.89..1.762...3	748263195369514278251879364972351846614782539583946721835497612426138957197625483
.4568...96..94...1..12.7.6423.8...75.........75...9.4649.1.68..5...78..28...9241.	345681729627943581981257364239864175164725938758319246492136857513478692876592413
3....2.6...9....14.7...98.5.4.28.5.35..194..89.7.56.4.7.64...5.43....9...5.9....6	315842769869735214274619835641287593523194678987356142796428351432561987158973426
9..4528.6..4..6...756.1..4..728..5..5.8.9.1.2..9..138..8..4.639...2..4..3.5689..1	913452876824376915756918243172863594538794162469521387287145639691237458345689721
6241.9..37.3.6.1.55........89......2..67859..3......87........61.8.2.4.99..4.6328	624159873783264195519873264897631542246785931351942687432598716168327459975416328
.2....48.....75.919..812.362.6.38...79.....63...76.9.485.146..263.25.....12....5.	125693487368475291974812536246938715791524863583761924859146372637259148412387659
64271......8.32...13...42.5.6....7....14978....5....4.2.41...38...87.4......46597	642715389598632174137984265469528713321497856785361942274159638956873421813246597
..4.1.38.8.73...5.1635..2..3516........9.1........5142..5..8437.8...39.5.39.5.8..	524716389897324651163589274351642798248971563976835142615298437782463915439157826
..64.85....537968...2....43623.....841..8..767.....39426....4...942318....17.49..	376428519145379682982156743623947158419583276758612394267895431594231867831764925
...87..1.....39.7.67..4.53..3.15.4..9453.8721..1.24.6..17.9..56.6.71.....2..86...	493875612152639874678241539236157498945368721781924365817493256564712983329586147
..4291.5.9..8.6124........6..9.62837.1..8..6.76894.5..1........2954.7..3.3.5287..	674291358953876124821354976549162837312785469768943512187639245295417683436528791
..6783.2.5.394...8..8..1...8..3...61.3.618.4.76...2..5...1..9..3...548.6.5.8694..	916783524523946178478521693849375261235618749761492385684137952397254816152869437
..4.7..3....521647.61.48..93..7..9.6..9...8..6.5..9..29..25.46.526194....1..6.2..	254976138893521647761348529342785916179632854685419372938257461526194783417863295
3..687.9.24.9...7696...2.316..1...29.........72...6..517.8...6483...5.17.9.721..8	351687492248913576967542831683154729519278643724396185175839264832465917496721358
5.......7..37.9184..4683...8...96..1.915.782.3..21...5...9725..9673.52..2.......9	589124637623759184714683952852496371491537826376218495148972563967345218235861749
.178.4.535....1.649..2....7..19.65...46.8.13...51.27..4....8..115.4....887.6.942.	617894253528371964934265817781936542246587139395142786462758391159423678873619425
..8.54..1.36.9..4..1.8.6...3..1..524649...183125..8..6...6.5.1..5..7.36.7..91.2..	978254631536791842412836795387169524649527183125348976293685417851472369764913258
..19.85...4...3971.69.712...2..17.5....539....7.24..8...819.32.4137...9...73.54..	731928564842653971569471238324817659186539742975246183658194327413762895297385416
4...9.56..2..5.1....5...29.9.28...3.8.67394.5.4...29.6.38...6....4.8..7..97.6...2	471293568329658147685471293952846731816739425743512986138927654264185379597364812
..5.........2...431237.6....12.974.5957.8.3616.435.92....9.427876...3.........1..	475839612896215743123746859312697485957482361684351927531964278768123594249578136
.7.1..8..94183....82.....4.7.26.9....98.1.45....5.39.2.1.....64....91587..7..6.9.	675124839941837625823965741752649318398712456164583972519378264436291587287456193
635...89..9..853.48...3.7...5..6.2...6327854...9.5..8...1.2...65.671..2..42...178	635147892297685314814932765758469231163278549429351687971823456586714923342596178
.963....7287.5....53...61...71.85..3...613...3..49.86...59...78....4.9157....823.	196324587287159346534876129671285493948613752352497861425931678863742915719568234
5...17.69.3..951.4..7.....2.2..5194...5.4.2...1986..5.8.....7..2.453..8.96.17...5	542317869638295174197684532326751948785943216419862357851426793274539681963178425
35.1...2....76.93...92.5...9....37565.18273.97349....1...6.45...97.81....4...2.98	356149827412768935879235614928413756561827349734956281183694572297581463645372198
.872.35..54.819..32..6.5..9....2...8.53...71.6...5....3..7.2..58..591.37..54.892.	987243561546819273231675849719324658453986712628157394394762185862591437175438926
981..76...4..197.......21.9.694.3.1...27684...7.2.183.3.81.......632..8...49..372	981547623243619758657832149869453217132768495475291836328175964796324581514986372
.7.....5.8.3.941.76...5.89....4257....6.8.3....4367....98.7...22.593.6.8.6.....3.	479618253853294167612753894931425786726189345584367921398576412245931678167842539
5.91.8...6...29...417.53.8.3....7.5...83614...7.5....3.4.71.328...28...6...9.45.1	529178634683429715417653289396847152258361497174592863945716328731285946862934571
.819..2........6.56..147...5.9..4.82.1857936.43.8..1.9...495..68.6........5..347.	381956247794238615652147938569314782218579364437862159173495826846721593925683471
413..756..6.....4.57.4.6....4...1.73..6.4.1..35.9...8....2.3.95.3.....1..275..438	413827569268195347579436821842651973796348152351972684184263795935784216627519438
2...9.6711.9....547..64.82....8.25...16.5.23...29.3....95.86..267....9.5824.7...3	248395671169728354753641829437812596916457238582963417395186742671234985824579163
.213.7..5.756......4.29.1...3......7759.8.6318......4...3.26.1......436.2..7.159.	621347985975618423348295176432169857759482631816573249593826714187954362264731598
1.4...9383..59.7....91.......596287..6.4.7.5..178356.......15....1.58..6523...1.7	154276938386594712279183465435962871862417359917835624698721543741358296523649187
7..16.8.3..9.5......6.27.94..7..6328.8.....7.3952..4..57.94.6......8.5..9.1.35..2	724169853139854267856327194417596328682413975395278416578942631263781549941635782
5.389..16.9.....8..6..25..97..2.36..31..7..24..69.8..11..35..6..7.....4.93..671.8	523894716497631582861725439784213695319576824256948371148352967675189243932467158
.495.7.285..4..9....789....17..4.....64.7.58.....5..76....138....6..4..971.9.524.	649537128581426937237891654175648392964372581823159476492713865356284719718965243
67...2...2587....931..5.....926.8.13..1.2.5..76.5.489.....6..344....9176...2...85	674892351258731649319456728592678413841923567763514892987165234425389176136247985
92..1..5..6...79.31...69.....963582..8.4.2.3..537814.....12...66.18...9..7..5..41	927318654568247913134569278419635827786492135253781469395124786641873592872956341
......167..16..85227..85..49...13.2...89647...5.27...66..43..71543..16..719......	895342167431697852276185934967513428328964715154278396682439571543721689719856243
...271.6.5.1.9..27276......914..2.5..52.1.89..6.4..231......64969..2.5.3.8.965...	839271465541698327276543918914832756352716894768459231125387649697124583483965172
.2951.7..87..3..65...47....4.8.53..2.5..6..3.1..24.5.6....21...68..9..57..3.8561.	329516748874932165516478329468153972952867431137249586745621893681394257293785614
7..5..483...81.9.58..3.21..9.24....8.6..5..1.1....63.4..67.4..93.8.95...597..3..1	721569483634817925859342176972431658463958217185276394216784539348195762597623841
.3.5.6.79......5..951...64..159...366..2.1..729...381..69...358..8......52.8.9.6.	832546179746192583951387642415978236683251497297463815169724358378615924524839761
..4.7..1387......93124.8.6.1295..37...........45..7981.6.8.51925......4829..4.6..	954276813876153429312498567129584376783619254645327981467835192531962748298741635
4.3.....2629..8143.57.4..863..2....72...6...87....9..484..5.73.5768..4219.....8.5	483916572629578143157342986314285697295467318768139254842651739576893421931724865
67.8...1...8..16.7...673...2..31..6.587426139.6..89..2...764...7.21..8...1...8.95	674852913328941657951673284249317568587426139163589472895764321732195846416238795
2...7.9615..2.38.4.9..6.2.5..3..1.26..2...1..14.3..7..6.9.3..1.4.16.9..2358.1...7	234875961516293874897164235983741526762958143145326789629537418471689352358412697
4.1..3968.5.4.6..2...8.71.594...5.....73685.....9...811.37.4...7..6.1.3.5862..4.7	471523968859416372362897145948175623217368594635942781193784256724651839586239417
.25.3.67118...6..2..74..8..3..1.7.9....328....7.9.5..6..8..41..7..6...84264.8.53.	425839671183576942697412853352167498946328715871945326538294167719653284264781539
...1...65.71.3......84.5.7..94..1.27.2.589.1.16.7..93..8.9.76......2.19.21...4...	942178365571236849638495271894361527327589416165742938483917652756823194219654783
4.69.....9..48..7.8.75...6.3....81.726.7.1.495.12....6.3...47.2.8..65..3.....26.5	416927358953486271827513964349658127268731549571249836635894712782165493194372685
.24368....65..72.38.1...6.4.4...2..9.9.613.4.5..4...6.1.6...3.84.25..91....82145.	724368591965147283831295674648752139297613845513489762156974328482536917379821456
.417...9..38.95.2.6..8345.......7.622..958..391.3.......6571..9.7.64.28..5...371.	541726398738195624692834571385417962267958143914362857826571439173649285459283716
...4.9...7.918...3.4875361...1...4..8.39452.1..6...9...3729485.9...361.2...8.7...	315469728769182543248753619591628437873945261426371985137294856984536172652817394
74..5..3.3.58..47...2..7165.17..3..4.9..8..2.8..2..61.1794..2...24..68.3.3..2..41	741652938365891472982347165217963584496185327853274619179438256524716893638529741
..9..8.1....2.57.85.7..13.2.7..2.5.635..8..292.6.5..3.7.18..2.38.25.6....4.7..6..	629378415413295768587461392178923546354687129296154837761849253832516974945732681
...9..8.6.9..7641.18.2.4..7...69.28..38...67..21.85...2..3.8.64.1456..2.3.7..9...	472951836593876412186234597745693281938142675621785943259318764814567329367429158
1...5284..9..7.5.2.4.9....6.5.1..2..86.239.54..2..7.8.5....1.3.4.1.2..6..3986...1	173652849698374512245918376354186297867239154912547683526491738481723965739865421
..4.573....51.8..668.2...14..1..62.3....9....9.63..8..31...5.285..4.16....298.7..	194657382235148976687239514841576293723894165956312847319765428578421639462983751
8.7..51.931..28.7...67....3.2.4..3...6.3.2.5...1..6.9.1....78...8.15..479.38..2.5	847635129315928674296741583528479361769312458431586792154297836682153947973864215
12.5...8..7.8.294.8.4......483...5..21.453.68..7...413......2.4.316.4.9..4...7.31	126549387375812946894376152483761529219453768657298413968135274731624895542987631
7..21..3.25..9......65.71.2.6.92.5..8.2.5.3.7..4.63.8.1.86.29......7..26.2..39..1	789216435251394678436587192367928514892451367514763289178642953943175826625839741
..739.58...3..4..982..5.7..7..9..2..192...834..6..8..7..1.4..582..1..4...34.751..	467392581513784629829651743748913265192567834356428917971246358285139476634875192
.8.7.3...675..9....23.8..1..689.7..123..5..495..3.827..5..3.18....5..923...8.1.6.	184763592675219438923485617468927351237156849591348276759632184816574923342891765
.4..8.293987.......62.1.7.4..4..83..21.657.48..81..6..8.5.6.43.......562126.4..7.	541786293987423156362519784654298317213657948798134625875962431439871562126345879
.57.6...29.6..8...82347....23.5..6.4...283...5.8..6.93....32561...7..4.81...5.37.	457961832916328745823475916231597684649283157578146293794832561365719428182654379
...4.78.334..9167..1...6..9...2...311.3.4.5.895...8...6..8...9..3965..474.59.3...	596427813348591672217386459784265931163749528952138764621874395839652147475913286
7......9...156924.9..4.86...13.96....89.2.76....85.43...76.2..4.649871...9......6	746213598831569247925478613413796825589324761672851439157632984364987152298145376
6....3.7.7281.5..4..37.4.......5.3.13978.62451.5.9.......2.18..5..6.8719.6.5....3	654923178728165934913784562286457391397816245145392687479231856532648719861579423
