PuzzleBoard	SolvedBoard
010008094006700003009150006000510000005030900000089000500071300100002400670300010	317628594856794123429153876934517682785236941261489735542971368193862457678345219
007900050000300200006185000000702004024508190900604000000879600009001000060003900	347926851158347269296185743613792584724538196985614372432879615579261438861453927
950080240080000030000930070300040000001020500000010008020098000030000050097060082	953187246784652931612934875369845127871329564245716398526498713438271659197563482
073060549900700100020905807050000080008010900030000070507406090006009004294070610	873261549945783162621945837452697381768314925139852476517436298386129754294578613
205010360900005047000300000000100405000070000508009000000008000430700008051030204	245817369983265147167394852796183425314572986528649713679428531432751698851936274
004013650070005800065900000000000000000257000000000000000006480003500020086130500	924813657371645892865972341152469738638257914497381265519726483743598126286134579
003000624000070050050000000600080910098107260025060007000000070080010000716000400	873951624261874359459632781647285913398147265125369847532498176984716532716523498
400006000020090040006724001090000300300010004004000080900653100080070050000800006	419386572728195643536724891895462317372518964164937285947653128683271459251849736
080000000300000092005020000503000060000532000010000305000050600130000008000000030	287196453361845792945723816593481267678532149412967385824359671139674528756218934
000009013000507000010003900000030670000608000031040000004100050000804000580300000	276489513398517246415263987852931674749628135631745892924176358163854729587392461
000905680003020000070406200260000500000000000001000064009108020000090300057302000	412935687683721459975486231264879513538614972791253864349168725126597348857342196
002000504308001967905000000700000300503407601009000008000000705457100806806000200	162879534348251967975364182724618359583497621619532478231986745457123896896745213
450810630030600051006034009000902010000453000090106000300290100980001040061045078	457819632839627451126534789743982516612453897598176324374298165985761243261345978
891030760070090300000000800906700000307000402000009607008000000005080010039040578	891235764274896351563471829986724135317568492452319687128657943745983216639142578
630049578870165000900008016000502007000030000400706000190400002000657081587920034	631249578874165293952378416369512847725834169418796325196483752243657981587921634
400007000009423601000016000000000100004652700003000000000170000802365400000200005	461897253589423671237516894758934162914652738623781549345178926892365417176249385
008049000060000100020000000000700009034080560500004000000000040007000030000320700	158249376469837152723615984682753419934182567571964823396571248217498635845326791
008072060000056070070040009600000001000090000800000006900030010080260000060510200	148972365293156478576843129632784591754691832819325746925438617381267954467519283
300200000000010007620547300000020450900000002043080000005379024400050000000002005	317296548594813267628547391786921453951634782243785619865379124472158936139462875
010078000000640000000200079076985000938010652000362890690007000000096000000850060	319578246752649138864231579276985314938714652541362897695127483183496725427853961
009167500100000090300205000932004100407619208001300954000906007090000005004758300	249167583175843692386295741932584176457619238861372954528936417793421865614758329
906004000400080150000200000079462503602509407104738290000003000068070001000800905	916354728423687159785291634879462513632519487154738296597143862268975341341826975
000401075070600000504080000160040003705010608300060051000050904000004020450306000	896421375271635489534789162168547293725913648349268751617852934983174526452396817
200000009600027018008000000092000000034586920000000730000000100180460007400000002	271835469643927518958614273592371684734586921816249735329758146185462397467193852
200000006006000410000007205000030590870000041095070000908300000032000900500000003	259481736786523419314697285421836597873952641695174328968345172132768954547219863
020008010700000030030070000003720100001080400002035900000060050050000001080500040	924358716768419532135672894893724165571986423642135978417863259359247681286591347
100000000028900370700010000007000003080537060900000100000040005042001930000000002	196873524528964371734215896467189253281537469953426187879342615642751938315698742
000300000076100304000000206000603000360050078000701000105000000608007430000004000	259346187876125394413879256784693521361452978592781643145938762628517439937264815
006002010208900040001004800040005900000897000009400080007300400060009708080700100	496582317278913546531674892843265971615897234729431685157328469362149758984756123
000000300600490800025008140000000200040020060002000000094300610007016004001000000	478261359613495827925738146356849271749123568182657493894372615237516984561984732
170090004000000037008000050000024500401000308002830000020000400710000000600080093	175293684946158237238467951387924516491576328562831749823619475719345862654782193
002037608008040530030008007000000001074000850300000000900300070023060900507890100	492537618718649532635128497869275341274913856351486729986351274123764985547892163
006100000000030070201000604609000040043000810010000906704000501090060000000007400	976148253485236179231795684629871345543629817817453926764382591192564738358917462
009360478806000001473000620060000030008000100040000080094000863600000704735086200	519362478826574391473198625167845932358927146942613587294751863681239754735486219
009002800020005000001700095130000040000000000040000052810007900000900020003600400	659312874427895163381764295135278649276459318948136752812547936764983521593621487
806000705001700000000003010050000163007000500169000020010800000000004300704000806	846291735931785642572463918458927163327146589169538427613859274285674391794312856
060000200054030000392100074640000000000526000000000016420003197000080430003000020	167498253854237961392165874649371582781526349235849716428653197916782435573914628
000000000070920340002670010807100020000000000060002705040096100036018070000000000	395481267671925348482673519857169423924537681163842795748396152536218974219754836
030709450000010000000203600206008005007020300900400108009805000000040000025906030	631789452582614973794253681216398745847521396953467128469835217378142569125976834
090000730400005001002100409300000007104030802900000003708001900600200008013000070	891642735437985261562173489386429157174536892925718643758361924649257318213894576
000003600010090008009804000034000007006070100100000590000102900800030070001500000	428753619317296458659814723534921867986475132172368594763182945845639271291547386
400700009000091730500000001019300070000978000080002390800000003073650000100009007	431786529268591734597423681619345278352978146784162395846217953973654812125839467
