PuzzleBoard	SolvedBoard
.7.83..4.9..647...641..5378..4.......6.2.4.3.......6..3967..485...598..3.8..63.1.	275831946938647152641925378124356897869274531753189624396712485417598263582463719
.5469...1...4....6.2....4..9.75.1.2..8.924.7..4.7.61.8..2....1.7....9...5...6784.	854692731379418256126375489937581624681924573245736198462853917718249365593167842
........3..5..3694..1.....24..96.2.1856.7.4391.2.54..79.....1..7235..9..5........	649825713285713694371649582437968251856172439192354867968437125723581946514296378
.5..183......9...11..6..78.693..4..7.8.....4.2..9..536.65..2..83...7......915..7.	956718324478293651132645789693524817587361942241987536765432198314879265829156473
.4..17..9.......1....634...4..28..7.28.7.3.96.7..95..2...859....3.......9..37..6.	846517329357928614129634758491286573285743196673195842764859231532461987918372465
32....9.6......1.88.....347..9.5.872.5.7.8.6.783.4.5..247.....95.6......9.8....35	324871956675439128891562347469153872152798463783246591247385619536917284918624735
9.3.17....71...2.6......97131...562...6.3.7...857...93142......5.8...34....45.8.2	923617458871549236654823971317985624496231785285764193142398567568172349739456812
397..58..8....3.97....87.4..19.2...6.26.3.91.5...6.47..7.35....95.8....4..84..765	397645821845213697162987543419728356726534918583169472674352189951876234238491765
........79.....5248..42.1...8.7.143.4.3...8.1.178.3.6...2.75..8768.....91........	624519387971368524835427196286791435493652871517843962342975618768134259159286743
.4.6.185..8..57...1.5...27....3...4..7..4..6..5...9....38...1.2...92..8..921.5.3.	247691853389257614165834279926318745873542961451769328538476192614923587792185436
4681.5.....93...76.2394....69...........5...........98....6891.98...36.....7.4283	468175329159382476723946851695827134831459762247631598374268915982513647516794283
3....5.....7.839542.....83..2.8.65....6...1....49.2.6..89.....261245.3.....1....5	398645271167283954245791836721836549936574128854912763589367412612459387473128695
.94.2.65.2..3....136.....87.26..4.98.5..6..3.43.8..12.51.....796....7..2.73.1.46.	794128653285376941361495287126734598958261734437859126512643879649587312873912465
.3..85....921....8...39...2.179.8264.6.7.3.1.4596.287.5...61...9....748....82..3.	134285697692174358875396142317958264268743915459612873583461729921537486746829531
3.67.21.8...16....5..9346..864....1.....4.....3....427..9873..4....15...6.34.97.1	396752148742168539518934672864297315275341896931586427159873264427615983683429751
...8...4.8.915.3624.672..8....3.26.4.4.....3.6.15.9....6..358.1194.687.3.8...7...	523896147879154362416723589958372614742681935631549278267435891194268753385917426
.26....5.3....5..8.47...36..5..7..83.6.3.4.9.79..8..1..82...13.6..1....5.3....47.	826743951319265748547891362451976283268314597793582614982457136674139825135628479
..63..7....27..63.31.4.82.......7.621...9...767.2.......19.5.76.69..14....3..41..	496352718852719634317468295938147562124596387675283941241935876569871423783624159
..98...6.4.36.75.....495.87.9.7...5..6.513.7..5...2.3.12.369.....71.49.8.4...86..	579831264483627591216495387391746852862513479754982136128369745637154928945278613
.4.9.28..9.8.5.4.25.24.......9.6.74....893....16.7.5.......86.11.4.2.3.8..35.7.9.	741932865938756412562481937829165743457893126316274589295348671174629358683517294
.54..7..61.35.4..7.7..9...4.97....634...7...261....78.7...4..2.2..6.13.83..7..94.	954817236123564897876293514597182463438976152612435789785349621249651378361728945
......84..96.82......1.526.1...69.7886.3.4.2175.82...6.756.3......25.93..43......	521736849396482715487195263132569478869374521754821396975643182618257934243918657
.7....5.686..7...4.3491627.9.2.857......3......826.1.9.9562348.4...9..256.7....3.	271348596869572314534916278942185763716439852358267149195623487483791625627854931
.617.8..37.3.9..6.....5...1.586.31....94.58....68.943.3...8.....1..6.3.76..5.421.	561748923783291564942356781458673192139425876276819435324187659815962347697534218
..16.798...6...721..4.21....63......4...9...6......47....97.6..837...2...492.51..	251637984386459721794821563563714892478592316912368475125973648837146259649285137
....81.6..2....8..768..4...8...6...957.298.132...5...8...6..182..5....4..1.84....	459381267123976854768524391831467529574298613296153478947635182385712946612849735
.462.3.......7.6.2....5.4...247..31539.516.48581..297...9.2....4.8.3.......9.483.	846293751153478692972651483624789315397516248581342976739825164468137529215964837
8975.1.2.....78...1.........8165..4252..8..9337..1985.........1...94.....6.1.5439	897561324632478915145392687981653742526784193374219856459837261213946578768125439
719..463..53..6.....6...81....6.1....8.249.6....7.5....92...7.....9..12..753..948	719824635853176492426593817234681579587249361961735284692418753348957126175362948
..19....338.726.4.2..1.5.8....29.564....4....492.63....2.4.8..6.3.652.177....92..	571984623389726145246135789813297564657841932492563871125478396938652417764319258
....86.....25.48.1..4..92....5.17..3.9.423.6.4..69.7....89..6..2.67.85.....36....	951286374362574891784139256625817943897423165413695782148952637236748519579361428
725.3...6....21..3....6.8.2.12687.......1.......29568.2.1.4....3..85....9...7.235	725438916896721453134569872512687394689314527473295681251943768367852149948176235
.8.3...4.5.6....9.9..526.1..9....768.42.8.95.658....3..2.965..4.6....3.9.1...8.7.	281397546576814293934526817193452768742683951658179432327965184865741329419238675
.51.6.7..9...38.5.3.4.9....427956....98.4.26....281947....7.5.6.8.62...1..6.1.82.	851462739972138654364795182427956318198347265635281947213874596589623471746519823
..63...4.1.....6...94..87..7..235....4398125....467..3..71..52...1.....9.6...23..	876329145132574698594618732718235964643981257259467813987143526321756489465892371
....7.8..837..95.1..2......7....84.56.41.79.33.52....6......2..4.86..197..3.8....	916573842837429561542816379791368425624157983385294716169745238458632197273981654
3.......7.4.3...699..5..4...3.1..9.81846953722.9..4.1...6..8..381...3.9.7.......5	361429857547381269928567431635172948184695372279834516456918723812753694793246185
.78...362.3..8..9.6....78.1..6.7.4..5...4...3..7.5.6..7.29....4.4..3..5.963...27.	178594362234681597695327841386279415519846723427153689752968134841732956963415278
3456...9..6...8.538792...6.68.....2.5...2...9.2.....16.5...968241.7...3..9...3147	345671298162948753879235461681397524534126879927854316753419682418762935296583147
...5....15296.3.84..1....5..56..1.....72645.....7..16..1....3..29.1.86454....6...	764582931529613784831497256956831427187264593342759168618945372293178645475326819
167.5..42.......8..3.62.95..9...271..4..9..2..187...9..72.34.6..5.......48..7.539	167859342529347681834621957395482716746195823218763495972534168653918274481276539
..........216458.36.48.3.25..8..7..221..3..899..2..7..34.7.82.65.236194..........	853129674721645893694873125468917532217536489935284761349758216582361947176492358
.....78952.9.8.1..5...1....7..594.1...5.3.7...9.871..2....6...8..6.4.2.18147.....	431627895269485137587319624728594316145236789693871542972163458356948271814752963
73..4..29.....36..8....2.4..2.4..9.3..92517..6.4..9.1..1.6....7..89.....57..8..96	731846529245193678896572341127468953389251764654739812913625487468917235572384196
..6475..31.8...459..59....6...58.3.............3.29...6....35..514...8.77..8516..	926475183178236459345918276491587362257364918863129745689743521514692837732851694
.8.2.35..1.9...4...5....3.....62.8.5..35792..4.5.31.....8....5...1...7.6..69.5.8.	684213579139756428752498361917624835863579214425831697248167953591382746376945182
84.9.6....652.3.8.29...1..6.21....9..3.6.2.5..7....34.7..3...64.1.8.427....7.9.13	843956127165273489297481536421537698938642751576198342782315964319864275654729813
8...4....6...1.9.4491.67.8....4.6.18..6.7.4..54.1.2....5.82.6732.7.3...5....5...1	825943167673218954491567382732496518186375429549182736954821673217639845368754291
.2..1...5.95..63..6...8..4..79.4.65.4..9.5..7.62.7.89..4..3...9..38..47.9...5..2.	824317965795426318631589742379248651418965237562173894146732589253891476987654123
.6.93241..93.817.........93..98.537...........861.42..67.........564.92..42518.3.	768932415593481762124756893419825376257369148386174259671293584835647921942518637
3....7....8..246..5....9.7.4.3...519.573.146.196...8.7.7.4....6..897..4....5....1	361857924789124653542639178423786519857391462196245837275418396618973245934562781
6...4.8.2.3..7...5...8..63.29.38415....6.1....63725.98.48..2...3...6..8.9.6.5...1	679543812831276945452819637297384156584691723163725498748132569315967284926458371
9....85.3...24.8.9.84..31.2....9.251....1....291.7....1.94..32.8.3.21...4.25....8	927168543315247869684953172738694251546812937291375486179486325853721694462539718
49.71....71......5..2..8.7..748.9....8.136.4....2.458..5.4..6..8......54....67.38	493715862718623495562948173674859321285136947139274586357482619826391754941567238
52..1....84.2.....7.15...4.317.249...8.175.3...238.714.9...15.7.....2.98....5..23	526413879849267351731598642317624985984175236652389714293841567165732498478956123
...63..472.....8.56..84.139.2..7.5..7.1.5.4.8..4.1..2.197.84..24.6.....135..67...	918635247243791865675842139829476513761253498534918726197384652486529371352167984
...2..8.5...5697..25..7.1.3......37.8...9...4.14......1.2.5..87..8627...6.7..3...	479231865381569742256478193965142378823796514714385926132954687598627431647813259
.9..648.276.......8.23...4..8....4292..948..5459....8..4...92.3.......543.542..9.	593164872764285931812397546186573429237948165459612387648759213921836754375421698
..6.3...12..6..34883.2..67.5..4....74.......33....7..4.27..1.35153..6..29...5.7..	746839251291675348835214679518423967479568123362197584627941835153786492984352716
4.9.71.283...82.....2.9.73..28..73..9...3...7..46..25..97.2.5.....75...221.86.9.3	459371628376482195182596734528947361961235487734618259897123546643759812215864973
..6.5..3....678.21..7391.56........9...839...3........96.5427..75.913....4..8.2..	816254937539678421427391856684125379271839564395467182968542713752913648143786295
.8712.6953..7.528....8..3.1....1......2.3.5......5....7.4..1....395.6..2125.8496.	487123695391765284256849371578612439642937518913458726764291853839576142125384967
.14...27.7361.4..9.8..5.3.....6....514..9..373....1.....3.1..6.8..5.7413.71...59.	514389276736124859289756341927643185148295637365871924453918762892567413671432598
......5.3.394......4..7.2.9752.6..186.......549..8.6272.1.5..3......275.3.5......	827196543539428176146375289752963418618247395493581627271659834964832751385714962
..48.67..1.3....8.78......4...48..158..695..754..12...4......56.7....8.2..65.89..	954836721163274589782159364639487215821695437547312698498723156375961842216548973
.9...68.48..4.....64129....3721......5..2..9......4782....63258.....1..69.65...3.	593716824827435619641298573372189465458627391169354782714963258235871946986542137
67..941.8.3...5....8.2....9941.....7857...9232.....5143....7.9....8...7.7.641..85	672394158139785246584261739941532867857146923263978514318657492495823671726419385
3..1..95415.........4825.....5...1...23...46...1...5.....6127.........35749..3..6	382176954157349682694825371865934127923751468471268593538612749216497835749583216
.9567.3..3..1.....61....5.2.8.7...341.45.68.792...8.1.7.1....28.....7..6..9.6175.	495672381372185469618934572586719234134526897927348615761453928253897146849261753
..541...376..82.1...375...64.6..5...............8..3.55...641...4.12..576...372..	925416873764382519183759426436275981851693742297841365572964138349128657618537294
............9.5..75976842.3..2..8.51..91.64..14.5..7..9.64513722..8.3............	861372549423915687597684213632748951759136428148529736986451372275863194314297865
.4.2.9..8..8...3.95......2.....218.3.1.896.5.8.954.....3......59.6...2..1..9.4.3.	641239578278165349593478126465721893317896452829543761734612985956387214182954637
297..148..56..9..7.1..5..92..3.9..5.7.......3.8..3.7..63..1..7.1..8..56..752..138	297361485856429317314758692423197856761584923589632741638915274142873569975246138
58.7......4.82375.7.356418.......59.....5.....59.......762814.5.38475.6......6.78	582719346641823759793564182867132594324958617159647823976281435238475961415396278
...4.51.364..2197..937..5.4...6.284...........178.9...7.6..349..8425..313.19.7...	278495163645321978193768524539612847862574319417839256726183495984256731351947682
.9....382....3.47524..8.....71..45696.......39347..82.....7..34317.5....486....5.	795146382168239475243587916871324569652891743934765821529678134317452698486913257
.7.4.....38.5..9.7.2.7.61......7..51.1.....7.53..2......13.7.8.2.8..9.36.....8.1.	176493825384512967925786143862974351419635278537821694691347582248159736753268419
..9.....28...764.51..95..8....31.5677...2...8653.98....2..49..64.653...99.....3..	569483172832176495174952683298314567741625938653798241325849716416537829987261354
52.946....3.7.8.1.....15..6...2.7..33..864..12..1.9...9..57.....1.6.2.5....493.62	521946387634728915879315246148257693397864521256139478962571834413682759785493162
86.1..2..2...3..9.1.5.4...7.86..1.5..54...16..1.4..38.4...5.9.6.2..9...8..9..4.23	863179245247538691195246837386921754954387162712465389438752916521693478679814523
1...57.9..9.1....4.2..69.3.....4531.412.7.685.3581.....5.78..4.8....1.7..7.53...8	184357296396128754527469831768245319412973685935816427651782943843691572279534168
.3.95.67.......925..9....8.7..38....39.576.42....29..7.7....3..983.......54.32.9.	432958671867413925519267483725384169391576842648129537276891354983745216154632798
74..9....91.67.3..8.64..2...7.81659..9.....4..38945.2...7..49.2..9.83.61....6..35	743592816912678354856431279274816593195327648638945127367154982529783461481269735
12.4...5.5.9..18...83...4......5..42.5431278.61..8......1...27...51..6.8.3...6.14	126438957549271863783965421378659142954312786612784395861543279495127638237896514
..79216...3.....82.6..3...12.4.1.....9.657.2.....4.1.76...9..4.51.....3...35862..	487921653135764982962835471274319568891657324356248197628193745519472836743586219
.14....95.9.......785..6..3....4.26..278.135..68.9....1..5..682.......3.25....97.	614238795392457816785916423931745268427861359568392147149573682876129534253684971
.....45.2.........9472.....1...87.3.7386.5429.5.92...7.....2896.........8.53.....	683794512512836974947251368129487635738615429456923187371542896294168753865379241
9...4.21..35.9..4.6...5..3.4..91.7838.......4593.87..6.4..2...1.6..7.45..52.6...8	987643215235891647614752839426915783871236594593487126749528361368179452152364978
5...3....6.9.75..3.38...56.483..9...956.4.782...6..394.27...94.1..49.8.7....6...5	512936478649875123738214569483729651956143782271658394327581946165492837894367215
.7..52..4.2439..5.93..........57.62.2...3...5.89.64..........71.5..4398.1..78..3.	671852394824396157935417268413578629267931845589264713348629571752143986196785432
7.1...6..53..67....864953..3.7......6...7...3......7.4..832951....54..36..3...4.9	791832645534167982286495371317954268649278153825613794468329517972541836153786429
..6.87.....7.5..46..1.3..82.......6.683914257.1.......34..9.6..17..4.5.....17.4..	926487315837251946451639782795823164683914257214765839348592671179346528562178493
5...2....9..8.1.2.3.2.5...7.....625..8.5.2.7..593.....8...7.1.3.3.4.8..2....1...4	518724936967831425342659817473196258186542379259387641894275163731468592625913784
.9...257..754.32.9...79..38.....185..3.5.7.4..578.....58..74...7.62.948..293...1.	391682574875413269264795138642931857938527641157846392583174926716259483429368715
..3..85129.54.3....1....3.95..8.71.3.7..3..8.3.19.2..68.9....3....1.96.51673..2..	743698512925413867618725349594867123276531984381942756859276431432189675167354298
.....594....673.8..5...1.....9124..8..7...6..4..7682.....9...7..7.512....918.....	136285947942673581758491326369124758827359614415768239283946175674512893591837462
.49.6..5.....5..64.561...82.816...7.4..917..8.9...341.51...689.96..8.....7..3.14.	249368751138752964756194382381645279425917638697823415514276893963481527872539146
547.1.69..8..4653..3.2....4....8..4.3.5.9.8.6.1..5....8....4.2..6413..5..93.2.461	547813692182946537639275184976381245325497816418652973851764329264139758793528461
..7831....2.94...889......3.52.7.8.19.......41.4.5.27.4......272...98.4....2643..	547831692321946758896527413652479831973182564184653279468315927235798146719264385
1..2....3293...46..68..327..35..9..4..6.3.5..7..5..63..413..85..82...1476....4..9	174265983293187465568493271835629714416738592729541638941372856382956147657814329
17.8..46...96...784.....95..6...8.1..17.3.58..3.1...9..23.....579...38...45..1.39	172895463359614278486372951264958317917436582538127694823769145791543826645281739
.9428.5.1.25..97.4....6..2..6..4..58...956...54..1..9..5..7....4.85..27.1.6.2498.	694287531825139764317465829961742358783956142542813697259678413438591276176324985
..8569.2.2..78.951.5..216..3.7..2.....6.5.1.....1..3.2..261..7.673.48..5.8.2374..	138569724264783951759421638317892546926354187845176392492615873673948215581237469
7..9.3...58..1.349.2...5......5.41...1.....9...26.1......1...6.635.7..21...3.6..4	741963258586217349329845716967534182413782695852691437274158963635479821198326574
..6....1...8.617.2..7385.6.....4..9..8..5..7..1..9.....5.6249..3.251.6...7....1..	546972813938461752127385469263748591489153276715296384851624937392517648674839125
...2.87.1.5..49..8......5.947..9.38.8.6...9.5.93.7..143.5......7..52..9.9.21.7...	639258741157349268248761539471695382826413975593872614365984127714526893982137456
....241....5.19..3..3..67.97...359.....261.....198...21.45..2..9..14.5....269....	697324158485719623213856749726435981849261375351987462134578296968142537572693814
..1.....6.934..1....56...39...3..5.7.2.165.8.5.9..7...94...26....6..429.8.....3..	271593846693478152485621739168349527724165983539287461947832615356714298812956374
..7....6.6.487.93.1.56..4.7.......4.7...2...9.3.......5.2..76.1.73.165.2.6....3..	397245168624871935185693427258169743716324859439758216542937681873416592961582374
...3.9.6791..8.......21..9.186.7...4..7...6..3...4.278.9..63.......9..3253.4.7...	248359167913786425675214893186972354427538619359641278792863541864195732531427986
.2.6.53.....98.2.6..4.....92.1.9.65.....2.....35.6.4.83.....9..5.2.76.....82.9.1.	829645371153987246674312589241893657786524193935761428317458962592176834468239715
...1..2.9...2.....9.4..37...32..95..76.4.5.32..97..84...19..3.4.....1...8.3..7...	386174259517296483924583761432869517768415932159732846671958324295341678843627195
...87....8.3....72.4.2...157..1.6.24192.4.56836.5.2..152...7.4.93....2.7....28...	219875436853614972647239815785196324192743568364582791528367149936451287471928653
..365..42..5...86...1.43.5..56..8...9...1...8...2..63..2.98.3...19...4..54..312..	783659142495127863261843759156378924932416578874295631627984315319562487548731296
1.5..7.98..72..51.2......4.6.15....2.5..3..6.3....14.5.1......9.69..21..52.1..3.7	135467298947283516286915743671549832452738961398621475713854629869372154524196387
.3..4....7...3.56...9...73236.47.1...2..6..7...7.13.86473...8...91.8...7....9..4.	635742918712938564849651732368479125124865379957213486473526891291384657586197243
.....95.17.2.3.98......4..23..9.7.4.9..4.2..6.4.3.6..95..2......18.4.6.76.47.....	483629571762135984159874362326987145971452836845316729597268413218543697634791258
.9....26781..7..5.2.....83......4...469.2.583...3......28.....5.5..6..14941....2.	594813267813672459276459831732584196469127583185396742628941375357268914941735628
....8....48.965.2...61......1..273.8.2.....7.8.361..5......67...6.731.82....9....	351482697487965123296173845914527368625348971873619254148256739569731482732894516
.8.....4...7..5.1..9.2...76.5.63.78.128...634.76.14.9.41...3.6..6.7..4...3.....2.	683179542247365918591248376954632781128957634376814295419523867862791453735486129
..4176..3.56..3.......5..46.8..14....6.289.3....76..8.59..3.......5..31.7..9482..	824176953156493728379852146285314697467289531931765482592631874648527319713948265
.43..6.5.8.5793...7...2........6....1549.2863....4........8...5...6392.4.3.2..67.	243816957815793426769524318927368541154972863386145792692487135571639284438251679
2..54...6....63.8.68.2.1...3.....82..7.425.9..52.....7...7.9.12.2.31....8...52..4	219548736745963281683271459364197825178425693952836147436789512527314968891652374
681..5.92..7...185.2....6.38736..25.....4.....46..28397.5....4.239...5..41.5..927	681375492397264185524918673873691254952843761146752839765129348239487516418536927
...72.4.5..64..8..58...1.........6.97293861546.1.........1...87..7..93..8.5.74...	913728465276435891584691723348512679729386154651947238492163587167859342835274916
.....62..7..2..3962...37...471.2.56.8.2.9.7.1.63.7.428...81...5594..2..3..85.....	319456287745281396286937154471328569852694731963175428627813945594762813138549672
.8.6.74..9..243..1.71...........63.4..37528..5.81...........14.1..578..3..94.1.2.	382617495965243781471895632217986354643752819598134276756329148124578963839461527
.5.7.3.493.86..1.5...95.3......25.6....394....2.16......5.78...9.4..65.886.5.9.3.	251783649398642175647951382713825964586394721429167853135478296974236518862519437
.1....26.6895.....32.....8.9..2.76...526.349...69.5..8.6.....43.....4816.41....7.	715438269689572134324196785938247651152683497476915328267851943593724816841369572
.8.9...5216.28....2...673.1.3...8.646...7...352.6...9.4.571...8....92.7537...4.1.	784931652163285749259467381937128564648579123521643897495716238816392475372854916
....21..4..49.83.7.1..6.....9..427..4.2.8.1.9..619..4.....3..2.6.38.94..9..27....	359721684264958317718463592891642753472385169536197248187534926623819475945276831
.6.....1..15.6..8.2..351.46.3...5.618.......752.1...9.17.536..9.5..1.67..4.....3.	469827513315469782287351946734985261891642357526173894178536429953214678642798135
...2..6...4..65...69....5.4.7.1.493..23...81..195.3.7.1.5....49...87..5...7..1...	351248697742965183698317524576184932423796815819523476185632749264879351937451268
982376.1.....5...66...217....97.51......3......81.95....369...74...8.....9.517324	982376415714958236635421798269745183541832679378169542123694857457283961896517324
1.6..5....9....2.1.8.3.45.98295..413...192...615..39273.17.9.8.9.8....7....6..1.5	136925748594876231782314569829567413473192856615483927351749682968251374247638195
....1..58..5....696..5.9.432543.8671.........7386.149249.8.2..732....9..58..6....	943716258875423169612589743254398671169274835738651492496832517327145986581967324
.7.3584.9...1.6...3..2..761.48.3.9..92.....43..3.2.87.451..3..7...4.2...8.2715.9.	176358429294176358385249761648537912927861543513924876451693287769482135832715694
8.2.4..3...938..7...76..812.2..5....57.814.93....6..5.695..81...1..263...8..7.4.5	852147936169382574437695812928753641576814293341269758695438127714526389283971465
38......294..6173557....841.53....7....145....9....51.824....5761975..287......69	381574692942861735576392841153689274267145983498237516824916357619753428735428169
.96..3...2.14....5..8........4.97..112.834.673..21.4........7..9....68.3...1..65.	596723184231468975478951326854697231129834567367215498645382719912576843783149652
.6....3.4......9514.53.96.8.8423.7.....9.4.....9.6714.5.36.84.9691......8.2....6.	968152374327486951415379628184235796756914832239867145573628419691543287842791563
..5.2........3.6123...4.8.9..9..34.52..951..35.84..9..9.3.1...6452.6........9.5..	615829374894735612327146859179683425246951783538472961983517246452368197761294538
2..81.56.7.15.2..33.5.7..9....7...28.9.3.6.1.57...9....3..5.1.61..4.83.9.56.31..2	249813567761592843385674291613745928498326715572189634934257186127468359856931472
85....761.3.8.7..21.4...83.....2...8....3....3...8.....68...4.37..2.3.8.413....95	852394761936817542174562839649725318587136924321489657268951473795243186413678295
.764.9.2....2.67.5.3...89.63.4..7.9....192....1.5..6.24.13...6.2.58.1....6.9.415.	176459823849236715532718946324687591657192384918543672481375269295861437763924158
.....37.89.8.41.6..3.5.7.....9.1.4....47569....7.9.6.....1.5.4..8.67.5.26.38.....	245963718978241365136587294569318427324756981817492653792135846481679532653824179
..34.571..8......5...6.2..3356...178.4.751.6.712...5491..2.9...4......9..975.68..	923485716684137925571692483356924178849751362712863549138279654465318297297546831
..5.7....19...6.374..1..8....9.5.7..5.1.4.9.3..7.6.1....6..4..831.6...52....3.6..	685379214192486537473125869239851746561742983847963125756214398318697452924538671
37..61.2.1.893..6......2.3.5....86.22...5...38.47....9.8.2......5..138.4.4.58..16	375461928128935467469872531517398642296154783834726159681247395952613874743589216
....3.6..8.629..1.5...76..3.68.49..1..95814..4..62.83.6..71...4.8..631.7..7.5....	724135698836294715591876243268349571379581462415627839653712984982463157147958326
35.49..7...6.279.82...8...49........48..1..97........28...7...37.216.8...6..39.21	358491276146527938297386514923748165485612397671953482819274653732165849564839721
.....6894...74...1..491.75.....83.2....462....3.57.....75.312..8...54...6412.....	517326894298745631364918752756183429189462573432579168975831246823654917641297385
..4.3...1.251....9.362.8.45......456.6..2..8.351......51.4.926.8....139.6...8.5..	984537621725146839136298745278913456469725183351864972513479268842651397697382514
......12.1.....9.33.21..5.7.8...23.62.74.58.16.97...5.4.6..17.58.3.....9.21......	968537124175248963342196587584912376237465891619783452496821735853674219721359648
3918.4.....6...94.......1.8.83...47156.....29712...86.6.8.......49...7.....9.8514	391874652826315947475629138983256471564781329712493865658147293149532786237968514
